Protein-Name,note about a transporter encoded by the gene,Gene association,Substrate,Subtype,Family,Family Name,Transporter Class,Transport Reaction,TC number
SCO6553,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6563,oxalate:formate antiporter,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6581,glycerol-3-phosphate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6646,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6690,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6805,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6809,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6822,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6896,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6899,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO6970,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7128,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7153,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7157,cyanate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7309,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7346,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7350,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7369,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7395,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7425,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7435,metabolite (benzoate?),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7479,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7520,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7526,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7662,multidrug efflux,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO7703,cyanate,,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCP1.237c,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCP1.309c,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCP1.45,multidrug efflux (EmrB/QacA subfamily),,MFS,The Major Facilitator Superfamily (MFS),Secondary Transporter,2.A.1
SCO2709,virulence factor MviN,MVF,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily,Secondary Transporter,2.A.66
SCO3894,virulence factor MviN,MVF,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily,Secondary Transporter,2.A.66
SCO3910,multidrug efflux,MATE,MOP,The Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily,Secondary Transporter,2.A.66
SCO0572,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family,Secondary Transporter,2.A.39
SCO5524,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family,Secondary Transporter,2.A.39
SCO5579,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family,Secondary Transporter,2.A.39
SCO6417,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family,Secondary Transporter,2.A.39
SCO7500,cytosine/purines/uracil/thiamine/allantoin,,NCS1,The Nucleobase:Cation Symporter-1 (NCS1) Family,Secondary Transporter,2.A.39
SCO4334,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family,Secondary Transporter,2.A.40
SCO6173,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family,Secondary Transporter,2.A.40
SCO1450,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family,Secondary Transporter,2.A.40
SCO6212,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family,Secondary Transporter,2.A.40
SCO6214,xanthine/uracil,,NCS2,The Nucleobase:Cation Symporter-2 (NCS2) Family,Secondary Transporter,2.A.40
SCO0015,sodium ion:proton antiporter,,NhaA,The NhaA Na+:H+ Antiporter (NhaA) Family,Secondary Transporter,2.A.33
SCO0285,sodium ion:proton antiporter,,NhaA,The NhaA Na+:H+ Antiporter (NhaA) Family,Secondary Transporter,2.A.33
SCO3564,sodium ion:proton antiporter,,NhaA,The NhaA Na+:H+ Antiporter (NhaA) Family,Secondary Transporter,2.A.33
SCO7832,sodium ion:proton antiporter,,NhaA,The NhaA Na+:H+ Antiporter (NhaA) Family,Secondary Transporter,2.A.33
SCO2443,sodium ion:dicarboxylate/sulfate,,NhaC,The NhaC Na+:H+ Antiporter (NhaC) Family,Secondary Transporter,2.A.35
SCO4993,manganese/iron ion,,Nramp,The Metal Ion (Mn2+-iron) Transporter (Nramp) Family,Secondary Transporter,2.A.55
SCO2242,oligopeptide,,OPT,The Oligopeptide Transporter (OPT) Family,Secondary Transporter,2.A.67
SCO6122,oligopeptide,,OPT,The Oligopeptide Transporter (OPT) Family,Secondary Transporter,2.A.67
SCO2851,60 KD inner membrane protein OxaA homolog,,Oxa1,The Cytochrome Oxidase Biogenesis (Oxa1) Family,Secondary Transporter,2.A.9
SCO3883,60 KD inner membrane protein OxaA homolog,,Oxa1,The Cytochrome Oxidase Biogenesis (Oxa1) Family,Secondary Transporter,2.A.9
SCO1845,phosphate,,PiT,The Inorganic Phosphate Transporter (PiT) Family,Secondary Transporter,2.A.20
SCO4138,phosphate,,PiT,The Inorganic Phosphate Transporter (PiT) Family,Secondary Transporter,2.A.20
SCO3064,proton:dipeptide/tripeptide symporter,,POT,The Proton-dependent Oligopeptide Transporter (POT) Family,Secondary Transporter,2.A.17
SCO3362,amino acid efflux,,RhtB,The Resistance to Homoserine/Threonine (RhtB) Family,Secondary Transporter,2.A.76
SCO0423,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO0839,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO0905,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO2164,multidrug/solvent efflux (HAE1 subfamily),HAE1,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO2454,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO2519,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO3166,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO5084,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO5502,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO5905,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO6091,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO6666,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO7077,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO7090,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO7536,multidrug/solvent efflux (MmpL homolog/HAE2 subfamily),HAE2,RND,The Resistance-Nodulation-Cell Division (RND) Superfamily,Secondary Transporter,2.A.6
SCO0152,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO0871,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO1218,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO1822,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO3139,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO4229,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO4437,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO5229,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO5282,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO5827,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO5871,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO7596,sodium ion:proline symporter,,SSS,The Solute:Sodium Symporter (SSS) Family,Secondary Transporter,2.A.21
SCO3276,sulfate,,SulP,The Sulfate Permease (SulP) Family,Secondary Transporter,2.A.53
SCO3562,sulfate,,SulP,The Sulfate Permease (SulP) Family,Secondary Transporter,2.A.53
SCO6054,sulfate,,SulP,The Sulfate Permease (SulP) Family,Secondary Transporter,2.A.53
SCO1632,protein export,,Tat,The Twin Arginine Targeting (Tat) Family,Secondary Transporter,2.A.64
SCO1633,protein export,,Tat,The Twin Arginine Targeting (Tat) Family,Secondary Transporter,2.A.64
SCO5150,protein export,,Tat,The Twin Arginine Targeting (Tat) Family,Secondary Transporter,2.A.64
SCO1617,tellurite,,TDT,The Telurite-resistance/Dicarboxylate Transporter (TDT) Family,Secondary Transporter,2.A.16
SCO4795,tellurite,,TDT,The Telurite-resistance/Dicarboxylate Transporter (TDT) Family,Secondary Transporter,2.A.16
SCO3410,Unclassified,,ThrE,The Threonine/Serine Exporter (ThrE) Family,Secondary Transporter,2.A.79
SCO0625,C4-dicarboxylate,,TRAP-T,The Tripartite ATP-independent Periplasmic Transporter (TRAP-T) Family,Secondary Transporter,2.A.56
SCO1138,tricarboxylate (TctC),TctC,TTT,The Tricarboxylate Transporter (TTT) Family,Secondary Transporter,2.A.80
SCO1140,tricarboxylate (TctA),TctA,TTT,The Tricarboxylate Transporter (TTT) Family,Secondary Transporter,2.A.80
SCO2027,vacuolar iron uptake transporter homolog,,VIT,The Vacuolar Iron Transporter (VIT) Family,Secondary Transporter,2.A.89
SCO1854,zinc ion,,ZIP,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family,Secondary Transporter,2.A.5
SCO7819,zinc ion,,ZIP,The Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP) Family,Secondary Transporter,2.A.5
Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
SCO3085,ammonium,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11
SCO5583,ammonium,,Amt,The Ammonia Transporter Channel (Amt) Family,Ion Channels,1.A.11
SCO1659,glycerol uptake,,MIP,The Major Intrinsic Protein (MIP) Family,Ion Channels,1.A.8
SCO4057,glycerol uptake,,MIP,The Major Intrinsic Protein (MIP) Family,Ion Channels,1.A.8
SCO1667,magnesium/cobalt ion,,MIT,The CorA Metal Ion Transporter (MIT) Family,Ion Channels,1.A.35
SCO5157,magnesium/cobalt ion,,MIT,The CorA Metal Ion Transporter (MIT) Family,Ion Channels,1.A.35
SCO3190,large-conductance mechanosensitive ion channel,,MscL,The Large Conductance Mechanosensitive Ion Channel (MscL) Family,Ion Channels,1.A.22
SCO0836,small-conductance mechanosensitive ion channel,,MscS,The Small Conductance Mechanosensitive Ion Channel (MscS) Family,Ion Channels,1.A.23
SCO2070,small-conductance mechanosensitive ion channel,,MscS,The Small Conductance Mechanosensitive Ion Channel (MscS) Family,Ion Channels,1.A.23
SCO2656,small-conductance mechanosensitive ion channel,,MscS,The Small Conductance Mechanosensitive Ion Channel (MscS) Family,Ion Channels,1.A.23
SCO7001,small-conductance mechanosensitive ion channel,,MscS,The Small Conductance Mechanosensitive Ion Channel (MscS) Family,Ion Channels,1.A.23
SCO4104,Unclassified,,TRIC,The Homotrimeric Cation Channel (TRIC) Family,Ion Channels,1.A.62
SCO5481,Unclassified,,TRIC,The Homotrimeric Cation Channel (TRIC) Family,Ion Channels,1.A.62
SCO3826,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
SCO5963,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
SCO6330,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
SCO7187,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
SCO7196,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
SCO7660,potassium ion channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1
Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
SCO2539,ferrous ion,,FeoB,The Ferrous Iron Uptake (FeoB) Family,Unclassified,9.A.8
SCO0245,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO0246,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO1251,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO1435,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO1436,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO2534,heavy metal ion,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO3764,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO3765,hemolysin C (HlyC) homolog,,HCC,The HlyC/CorC (HCC) Family,Unclassified,9.A.40
SCO2276,iron ion,,ILT,The Iron/Lead Transporter (ILT) Superfamily,Unclassified,9.A.10
SCO2277,iron ion,,ILT,The Iron/Lead Transporter (ILT) Superfamily,Unclassified,9.A.10
SCO3963,iron ion,,ILT,The Iron/Lead Transporter (ILT) Superfamily,Unclassified,9.A.10
SCO0210,magnesium ion,,MgtE,The Mg2+ Transporter-E (MgtE) Family,Unclassified,9.A.19
SCO5154,magnesium ion,,MgtE,The Mg2+ Transporter-E (MgtE) Family,Unclassified,9.A.19
SCO7540,magnesium ion,,MgtE,The Mg2+ Transporter-E (MgtE) Family,Unclassified,9.A.19
SCO0562,Unclassified,,TerC,The Tellurium Ion Resistance (TerC) Family,Unclassified,9.A.30
SCO0892,tellurium ion efflux,,TerC,The Tellurium Ion Resistance (TerC) Family,Unclassified,9.A.30
SCO1963,tellurium ion efflux,,TerC,The Tellurium Ion Resistance (TerC) Family,Unclassified,9.A.30
SCO2366,Unclassified,,TerC,The Tellurium Ion Resistance (TerC) Family,Unclassified,9.A.30
SCO6313,Unclassified,,TerC,The Tellurium Ion Resistance (TerC) Family,Unclassified,9.A.30
SCO6556,sodium ion/?,,UBS1,The Unknown BART Superfamily-1 (UBS1) Family,Unclassified,9.A.43
Protein-Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number
SCO1391,Unclassified,EnzymeI,GPTS,General PTS,Phosphotransferase System (PTS),4.A
SCO5841,Unclassified,HPr,GPTS,General PTS,Phosphotransferase System (PTS),4.A
SCO0434,glucose/maltose/N-acetylglucosamine,EnzymeIIABC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO1390,glucose,EnzymeIIABC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO2905,glucose/maltose/N-acetylglucosamine,EnzymeIIABC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO2906,glucose/maltose/N-acetylglucosamine,EnzymeIIBC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO2907,glucose/maltose/N-acetylglucosamine,EnzymeIIBC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO3196,fructose,EnzymeIIABC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO0136,ascorbate,EnzymeIIC,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
SCO0137,fructose,EnzymeIIAB,SSPTS,Sugar Specific PTS,Phosphotransferase System (PTS),4.A
s0001
SCO0213
SCO0217
SCO0218
SCO0219
SCO0285
SCO0313
SCO0473
SCO0475
SCO0493
SCO0494
SCO0496
SCO0497
SCO0572
SCO0707
SCO0708
SCO0710
SCO0808
SCO0810
SCO0811
SCO0996
SCO0997
SCO0998
SCO1010
SCO1310
SCO1390
SCO1391
SCO1442
SCO1450
SCO1557
SCO1558
SCO1621
SCO1822
SCO1845
SCO1882
SCO1887
SCO1898
SCO1900
SCO1918
SCO1962
SCO2008
SCO2009
SCO2010
SCO2012
SCO2144
SCO2230
SCO2231
SCO2272
SCO2273
SCO2274
SCO2336
SCO2473
SCO2499
SCO2506
SCO2541
SCO2631
SCO2731
SCO2747
SCO2749
SCO2756
SCO2772
SCO2780
SCO2795
SCO2797
SCO2828
SCO2829
SCO2830
SCO2906
SCO2907
SCO2914
SCO2930
SCO2932
SCO2933
SCO3029
SCO3064
SCO3139
SCO3185
SCO3224
SCO3235
SCO3276
SCO3362
SCO3547
SCO3564
SCO3577
SCO3578
SCO3603
SCO3704
SCO3705
SCO3717
SCO3718
SCO3826
SCO3947
SCO4057
SCO4140
SCO4141
SCO4142
SCO4240
SCO4334
SCO4498
SCO4562
SCO4563
SCO4565
SCO4566
SCO4567
SCO4568
SCO4569
SCO4570
SCO4571
SCO4572
SCO4573
SCO4574
SCO4575
SCO4599
SCO4600
SCO4602
SCO4603
SCO4604
SCO4605
SCO4606
SCO4607
SCO4608
SCO4830
SCO4831
SCO4832
SCO4855
SCO4856
SCO4857
SCO4949
SCO4950
SCO4991
SCO4993
SCO5057
SCO5084
SCO5107
SCO5110
SCO5112
SCO5114
SCO5115
SCO5117
SCO5118
SCO5119
SCO5121
SCO5157
SCO5229
SCO5232
SCO5233
SCO5234
SCO5259
SCO5260
SCO5436
SCO5579
SCO5646
SCO5647
SCO5658
SCO5669
SCO5670
SCO5712
SCO5713
SCO5714
SCO5716
SCO5774
SCO5775
SCO5776
SCO5841
SCO5924
SCO5925
SCO6009
SCO6011
SCO6064
SCO6065
SCO6173
SCO6214
SCO6259
SCO6320
SCO6451
SCO6452
SCO6453
SCO6454
SCO6460
SCO6528
SCO6532
SCO6533
SCO6534
SCO6535
SCO6560
SCO6568
SCO6569
SCO6602
SCO6690
SCO6734
SCO6739
SCO6751
SCO6815
SCO6816
SCO6954
SCO7109
SCO7153
SCO7181
SCO7182
SCO7183
SCO7184
SCO7185
SCO7197
SCO7216
SCO7217
SCO7218
SCO7308
SCO7395
SCO7398
SCO7399
SCO7400
SCO7408
SCO7410
SCO7500
SCO7545
SCO7546
SCO7555
SCO7623
SCO7832
